"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","reason_charity","reason_keep","feedback","condition","age","passCheck1","passCheck2","BZSH_5R","BZSH_6R","BZSH","PANASpos","PANASneg","ideo","totalDonation","donated"
816,NA,NA,NA,NA,0.872,86.837,140.03,18,3,1,5,5,5,5,6,6,5,0,0,0,0,100,4,1,3,1,4,1,2,1,3,3,1,4,1,3,1,3,4,1,4,1,3,2,1,3,1999,"man","","white","",3,5,"","I have already donated to charity this week.","N/A",2,22,1,1,2,2,4.14285714285714,3.45454545454545,1.1,2,0,0
817,NA,NA,NA,NA,7.687,82.681,103.756,5,3,1,2,3,2,5,5,5,4,20,20,20,20,20,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,4,1,2,2,4,3,3,3,1997,"woman","","black","",3,3,"because if i have enough to help others i always do","","",2,24,1,1,3,3,3.14285714285714,2.18181818181818,1.1,3,80,1
818,13.951,193.931,204.411,12,NA,NA,NA,NA,2,2,5,4,3,7,4,5,6,0,0,0,0,100,3,3,3,3,3,2,2,2,3,2,2,2,1,2,2,1,2,1,1,2,3,5,5,5,2000,"man","","white","",2,1,"","Because I need money right now and can`t to donate it","Thank You!",1,21,1,1,4,3,4.57142857142857,2.27272727272727,2,5,0,0
819,NA,NA,NA,NA,0,0,234.396,0,3,1,1,1,1,5,7,7,2,0,100,0,0,0,4,1,1,1,4,1,1,1,2,4,1,5,1,4,1,5,5,1,4,1,4,1,1,1,1984,"woman","","white","",4,6,"I know there are others far worse off than me.","","",2,37,1,1,1,1,1.71428571428571,3.81818181818182,1,1,100,1
820,0,0,127.685,0,NA,NA,NA,NA,2,3,5,3,1,7,3,3,5,0,0,0,0,100,3,2,1,2,1,4,2,1,1,1,2,3,4,1,2,2,3,2,1,2,1,3,2,3,1986,"woman","","white","",4,4,"","because my default is to ignore solicitations ","",1,35,1,0,5,5,4.42857142857143,1.63636363636364,2.3,2.66666666666667,0,0
821,0,0,101.252,0,NA,NA,NA,NA,2,2,2,3,2,6,4,4,4,0,0,0,0,100,4,1,3,1,3,1,1,1,3,2,1,5,1,2,1,4,5,1,4,1,3,6,6,6,2000,"man","","white","",2,10,"","i can use it","",1,21,1,1,4,4,3.57142857142857,3.45454545454545,1,6,0,0
823,81.652,81.652,129.754,1,NA,NA,NA,NA,2,2,5,2,2,5,5,4,4,0,0,0,0,100,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,2,2,2,2000,"man","","asian","",2,10,"","Mainly greed. I don't think I was influenced by the excerpt.","",1,21,1,1,3,4,3.57142857142857,1.18181818181818,1.4,2,0,0
824,NA,NA,NA,NA,11.793,128.627,131.16,55,3,1,1,2,2,2,7,7,2,20,45,35,0,0,3,1,2,1,3,1,1,1,2,1,1,3,1,2,1,2,4,1,3,1,3,4,4,4,1967,"woman","","white","",4,1,"I like to help others..","","Thank you..",2,54,1,1,1,1,1.57142857142857,2.54545454545455,1,4,100,1
825,0,0,117.092,0,NA,NA,NA,NA,2,1,4,5,2,6,5,5,6,50,50,0,0,0,3,1,2,1,2,1,1,1,2,2,1,3,1,2,1,3,4,1,3,1,3,5,5,5,1966,"woman","","white","",3,4,"i wanted to help in a small way.","","",1,55,1,0,3,3,4.14285714285714,2.63636363636364,1,5,100,1
826,0,0,150.283,0,NA,NA,NA,NA,2,2,2,1,1,6,6,6,6,0,100,0,0,0,2,1,2,1,2,1,1,1,2,1,1,3,1,2,1,2,4,1,2,2,2,1,1,3,1976,"woman","","white","",4,4,"It's a small amount and was easy to do","","",1,45,1,1,2,2,2.85714285714286,2.18181818181818,1.1,1.66666666666667,100,1
827,NA,NA,NA,NA,0,0,101.6,0,3,1,1,1,3,1,7,5,1,0,0,0,0,100,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,6,5,5,1976,"man","","white","",5,5,"","I'm here to make very little money, not give it away.","",2,45,1,1,1,3,1.57142857142857,1.27272727272727,1.2,5.33333333333333,0,0
828,NA,NA,NA,NA,3.502,377.34,409.73,2,3,1,1,1,1,6,6,6,4,0,50,0,50,0,4,1,2,1,2,1,1,1,3,3,1,4,1,3,1,3,4,1,1,1,3,3,2,4,1992,"woman","","white","",5,12,"That amount of money will do more good for these causes than it will do for me","","",2,29,1,1,2,2,2.42857142857143,2.90909090909091,1,3,100,1
829,NA,NA,NA,NA,38.26,38.26,199.738,1,3,1,3,1,4,6,6,6,2,0,0,0,0,100,3,1,2,1,2,4,1,1,3,3,1,2,2,1,1,3,2,1,2,1,3,3,3,3,2002,"man","","white","",3,2,"","I need the money, my financial situation is tight and every penny counts. Also when it comes to charity I prefer to help by packaging food or helping build something. I'm more hands on.","",2,19,1,1,2,2,2.85714285714286,2.36363636363636,1.4,3,0,0
830,14.755,56.688,107.719,6,NA,NA,NA,NA,2,2,3,3,2,5,5,5,4,0,0,0,0,100,3,1,2,1,3,1,1,1,2,2,1,3,1,4,1,4,3,1,2,1,3,5,5,5,1997,"man","","white","",3,1,"","I donate a percentage of my income myself","Nothing, thank you",1,24,1,1,3,3,3.28571428571429,2.81818181818182,1,5,0,0
831,NA,NA,NA,NA,113.036,113.036,153.046,1,3,1,2,2,2,2,6,6,2,23,32,19,26,0,5,1,4,1,4,1,1,1,5,4,1,5,1,5,1,4,5,1,5,1,4,2,2,4,1968,"man","","latinx","",4,2,"Because I can.","","",2,53,1,1,2,2,2,4.54545454545455,1,2.66666666666667,100,1
833,2.098,101.637,108.402,24,NA,NA,NA,NA,2,1,6,6,2,6,5,2,7,25,0,0,0,75,4,1,3,1,4,1,1,1,3,4,1,4,1,4,1,4,4,1,4,1,4,2,2,2,1993,"woman","","latinx","",4,10,"To help ","","",1,28,1,0,3,6,5.14285714285714,3.81818181818182,1,2,25,1
834,33.13,107.082,120.059,4,NA,NA,NA,NA,2,2,3,1,1,6,4,4,5,0,0,0,0,100,3,1,1,1,3,1,1,1,3,3,2,4,1,1,1,4,4,1,2,1,3,2,2,2,1998,"woman","","latinx","",4,14,"","When you donate to places, usually a big fee comes out to pay workers and fund campaigning instead of going to fund research. I'm still not going to donate the dollar, but since I'm paying for my own schooling right now, $1 as a whole is more valuable to me than 30 cents is for research. ","",1,23,1,1,4,4,3.42857142857143,2.81818181818182,1.1,2,0,0
835,NA,NA,NA,NA,0,0,165.514,0,3,1,3,4,4,5,4,6,5,0,0,0,0,100,2,1,2,1,2,1,1,1,3,3,1,2,1,3,1,4,2,1,5,1,4,1,1,1,1995,"man","","white","",1,5,"","Because I like to save up money, I don't usually donate.","",2,26,1,1,4,2,3.85714285714286,2.90909090909091,1,1,0,0
836,NA,NA,NA,NA,0,0,226.695,0,3,1,1,1,3,5,6,6,3,33,34,0,33,0,3,1,4,1,4,1,1,1,4,4,1,3,1,5,2,5,4,2,3,2,4,2,2,4,2002,"man","","white","",2,11,"I live in San diego and we have a massive homeless population. I've seen the horrors of street life first hand and I wouldn't want that for anyone","","",2,19,1,1,2,2,2.42857142857143,3.90909090909091,1.3,2.66666666666667,100,1
837,NA,NA,NA,NA,0,0,170.123,0,3,1,1,1,1,7,7,7,1,0,0,0,0,100,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,4,1,5,7,7,7,1968,"woman","","white","",4,7,"","Charity begins at home.","Thank you for the opportunity to participate in your research.",2,53,1,1,1,1,1.85714285714286,4.90909090909091,1,7,0,0
838,4.495,150.31,151.224,25,NA,NA,NA,NA,2,2,2,3,2,5,5,5,5,10,10,10,0,70,4,1,3,1,3,1,1,1,4,3,1,4,1,2,1,4,5,1,3,1,4,2,1,3,1990,"woman","","white","",4,12,"Because I didn’t see a reason I shouldn’t ","","",1,31,1,1,3,3,3.28571428571429,3.54545454545455,1,2,30,1
839,NA,NA,NA,NA,23.856,26.301,118.883,3,3,1,2,2,2,5,4,4,3,0,50,0,50,0,1,2,1,2,1,1,1,3,1,1,4,1,1,1,1,1,3,1,1,1,1,2,1,3,1986,"man","","asian","",4,8,"Anytime there is an unexpected bonus I choose to give it to charity. I am fortunate enough to be able to work from home while other people are suffering through the pandemic; giving to others helps to alleviate some guilt I feel for my good fortune.","","",2,35,1,1,4,4,3.14285714285714,1.18181818181818,1.7,2,100,1
840,25.441,106.367,107.478,6,NA,NA,NA,NA,2,2,6,6,5,6,4,2,6,25,25,0,25,25,4,1,2,1,3,1,1,1,3,2,1,4,1,4,1,4,4,1,3,1,4,2,2,2,1980,"woman","","white","",4,8,"Why not!? It was easy enough to do","","Thank you! Interesting survey and ideas. After working 20 plus years in retail management I can truly appreciate what it feels like to give and give and lose your life to the service and wellbeing of others. I resigned this year and got my life back! ",1,41,1,1,4,6,5.57142857142857,3.36363636363636,1,2,75,1
842,175.533,180.901,185.654,3,NA,NA,NA,NA,2,1,2,2,2,6,4,4,6,0,0,0,0,100,3,1,1,1,2,1,1,1,2,1,1,3,1,2,1,2,3,1,2,1,2,1,1,1,1983,"man","","white","",1,6,"","I'm broke right now","",1,38,1,0,4,4,3.71428571428571,2.09090909090909,1,1,0,0
844,NA,NA,NA,NA,0,0,176.294,0,3,1,3,2,4,4,6,6,3,25,25,25,0,25,3,1,2,1,3,1,1,1,3,3,1,4,1,2,1,2,4,1,4,1,3,4,4,4,1978,"man","","white","",2,3,"Because I know helping makes me feel good, even though I already was in a good mood","","",2,43,1,1,2,2,2.85714285714286,3,1,4,75,1
845,NA,NA,NA,NA,0,0,101.933,0,3,1,2,2,2,2,6,6,2,6,0,0,0,94,1,2,1,1,1,1,2,1,2,1,2,3,1,1,2,1,2,1,2,1,3,5,3,5,1998,"woman","","white","",4,1,"Because I respect that charity and I want to help those people","","",2,23,1,1,2,2,2,1.63636363636364,1.4,4.33333333333333,6,1
846,NA,NA,NA,NA,1.041,85.881,108.363,6,3,1,2,3,3,5,3,5,5,0,64,6,19,11,3,1,2,1,2,1,1,1,4,3,1,2,1,3,1,2,3,1,3,1,3,2,1,2,1998,"man","","white","",4,1,"people need help ","","",2,23,1,1,5,3,3.71428571428571,2.72727272727273,1,1.66666666666667,89,1
847,369.41,385.364,411.474,2,NA,NA,NA,NA,2,1,2,2,2,6,2,2,5,0,0,0,0,100,1,3,1,3,1,3,3,1,1,1,4,3,3,1,4,2,4,2,1,4,1,1,1,1,1993,"woman","","white","",2,2,"","I do not have enough money or income to pay my rent or bills.","",1,28,1,0,6,6,4.14285714285714,1.54545454545455,3,1,0,0
849,11.835,11.835,107.849,1,NA,NA,NA,NA,2,2,2,4,2,6,4,2,6,0,0,0,0,100,3,5,1,4,3,4,4,2,1,1,4,3,4,1,4,2,2,3,3,4,2,5,7,2,1984,"man","","white","",4,3,"","Because I'm poor. ","",1,37,1,1,4,6,4.28571428571429,2,3.8,4.66666666666667,0,0
850,NA,NA,NA,NA,0,0,108.498,0,3,1,1,1,1,5,5,5,3,0,50,0,0,50,2,1,2,1,3,1,1,1,2,2,1,3,1,2,1,2,3,1,1,1,3,3,1,5,1986,"woman","","white","",5,12,"why not","","",2,35,1,1,3,3,2.42857142857143,2.27272727272727,1,3,50,1
851,0,0,152.73,0,NA,NA,NA,NA,2,2,4,4,4,6,5,4,5,50,0,50,0,0,4,2,4,1,3,1,1,1,3,3,1,3,1,3,2,3,3,2,3,1,3,3,3,5,1994,"woman","","white","",4,7,"I wish to share what I get with those who need it. It is easy to get when it is given to you for free.","","",1,27,1,1,3,4,4.28571428571429,3.18181818181818,1.3,3.66666666666667,100,1
852,0,0,191.009,0,NA,NA,NA,NA,2,1,2,5,1,6,3,3,5,0,100,0,0,0,4,2,3,2,3,2,2,2,3,3,2,5,3,3,3,2,5,3,3,2,3,1,1,1,1994,"man","","white","",3,6,"The charity I chose (the livable wage for the homeless) definitely needs that bonus money more than I do!","","None at all, I really enjoyed this survey!",1,27,1,0,5,5,4.14285714285714,3.36363636363636,2.3,1,100,1
853,0,0,223.227,0,NA,NA,NA,NA,2,1,4,5,2,5,4,4,6,0,0,0,0,100,3,1,1,1,2,1,1,1,2,2,1,4,1,4,1,3,4,1,2,1,2,2,3,2,2000,"woman","","white","",3,2,"","I need the money to spend on things I need","",1,21,1,0,4,4,4.28571428571429,2.63636363636364,1,2.33333333333333,0,0
854,NA,NA,NA,NA,0,0,177.488,0,3,1,1,1,2,4,6,7,3,0,50,0,0,50,5,1,1,1,4,1,1,1,4,4,1,5,1,5,1,5,5,1,2,1,5,4,4,4,1959,"woman","","black","",3,2,"Because I feel people need a roof over their heads and this is a small amount to give in that effort.","","",2,62,1,1,2,1,2,4.09090909090909,1,4,50,1
855,NA,NA,NA,NA,0,0,168.775,0,3,1,2,2,2,3,6,6,2,15,18,15,27,25,4,1,1,1,4,1,1,1,3,3,1,3,1,2,1,4,4,1,4,1,3,1,1,1,1968,"woman","","white","",4,12,"I think it's important to pay it forward and share bonuses with others rather than keep it all for myself.","","",2,53,1,1,2,2,2.14285714285714,3.18181818181818,1,1,75,1
856,NA,NA,NA,NA,0,0,127.226,0,3,1,1,2,1,2,6,6,2,0,0,0,100,0,3,3,1,4,1,3,1,1,1,2,2,3,2,1,4,2,4,3,2,1,2,2,2,2,1958,"woman","","white","",2,4,"It makes you feel good and it wasn't much.  I must have misunderstood the instructions as I meant to give all of it.","","",2,63,1,1,2,2,1.71428571428571,2,2.4,2,100,1
857,NA,NA,NA,NA,1.547,104.522,108.752,53,3,1,1,1,1,6,7,4,1,0,100,0,0,0,3,3,2,1,2,4,2,1,3,3,1,4,2,3,4,4,4,2,5,3,2,1,2,1,1997,"man","","white","",4,4,"Because mutual aid is a form of praxis that should be performed by all. Help today as you may need help tomorrow. ","","",2,24,1,1,1,4,2.14285714285714,3.18181818181818,2.3,1.33333333333333,100,1
858,NA,NA,NA,NA,0,0,114.349,0,3,1,1,2,2,5,6,5,3,25,25,13,12,25,2,1,2,1,2,1,1,1,1,2,1,3,1,2,2,2,3,1,3,1,3,2,1,2,1988,"man","","white","",3,8,"Felt like the right thing to do.","","",2,33,1,1,2,3,2.57142857142857,2.27272727272727,1.1,1.66666666666667,75,1
859,42.844,67.99,124.327,2,NA,NA,NA,NA,2,2,1,2,1,7,1,2,7,0,0,0,0,100,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,5,1,2,1,3,1,1,1,1994,"woman","","white","",3,2,"","I need the money","",1,27,1,1,7,6,4.42857142857143,2.36363636363636,1,1,0,0
861,29.735,120.012,122.54,48,NA,NA,NA,NA,2,1,2,3,1,6,6,6,5,0,0,50,0,50,4,1,1,1,2,1,1,1,2,1,1,4,1,1,1,2,4,1,1,1,3,2,2,2,1960,"woman","","white","",4,11,"I like to help others.","","",1,61,1,0,2,2,3,2.27272727272727,1,2,50,1
863,NA,NA,NA,NA,0,0,111.008,0,3,1,1,1,2,2,6,6,2,0,50,0,0,50,3,1,2,1,3,1,1,1,2,3,1,3,2,3,1,2,3,1,2,1,3,2,2,2,1949,"man","","white","",5,9,"spur of the moment decision. found it hard to justfify keeping everything","","",2,72,1,1,2,2,1.71428571428571,2.63636363636364,1.1,2,50,1
864,NA,NA,NA,NA,0.96,320.874,339.169,25,3,1,1,2,1,6,7,6,2,50,50,0,0,0,3,1,3,1,2,1,1,1,3,3,1,4,1,1,1,2,4,1,3,1,3,1,1,1,1978,"man","","latinx","",3,9,"It's a bonus, why not give it to a better cause?","","",2,43,1,1,1,2,2.14285714285714,2.81818181818182,1,1,100,1
865,NA,NA,NA,NA,2.639,599.663,601.959,5,3,1,2,3,2,4,5,5,3,50,50,0,0,0,3,1,1,1,3,1,1,1,1,1,1,4,1,2,1,3,4,1,3,1,3,4,3,4,1978,"man","","white","",5,10,"I wasn't expecting a bonus, so it didn't seem like I was giving anything up by donating it to good causes.","","Have a good day, researchers!",2,43,1,1,3,3,2.85714285714286,2.54545454545455,1,3.66666666666667,100,1
866,NA,NA,NA,NA,0,0,110.447,0,3,1,1,1,1,5,7,6,5,0,50,50,0,0,5,1,5,1,5,1,1,1,5,4,1,4,1,5,1,3,5,1,2,1,5,4,2,6,1980,"woman","","white","",4,11,"I love to donate when possible. I love to help others!","","Thank you so much for this opportunity to give!",2,41,1,1,1,2,2.28571428571429,4.36363636363636,1,4,100,1
868,NA,NA,NA,NA,0,0,202.181,0,3,1,2,2,1,5,7,7,2,30,10,30,30,0,2,1,1,1,3,1,1,1,1,4,1,2,1,3,1,2,4,2,2,1,4,3,3,5,1994,"man","","white","",2,9,"I felt that the survey pay rate was already above being fair, so I felt like it would be nice to donate to charities with my surprise bonus.","","",2,27,1,1,1,1,2,2.54545454545455,1.1,3.66666666666667,100,1
869,0,0,120.42,0,NA,NA,NA,NA,2,1,6,2,2,6,6,5,6,0,0,0,0,100,4,1,1,1,1,1,1,1,1,1,2,4,1,1,1,4,4,1,3,1,2,6,6,6,1976,"man","","white","",4,5,"","Because I am currently unemployed.","",1,45,1,0,2,3,3.85714285714286,2.36363636363636,1.1,6,0,0
870,45.909,51.295,101.342,2,NA,NA,NA,NA,2,2,2,4,5,6,4,5,4,0,0,0,0,100,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,1,2,2001,"woman","","black","",3,9,"","I'm attempting to save as much money as possible, and I felt whatever I donated would not make a difference","",1,20,1,1,4,3,4,1.09090909090909,1.7,1.66666666666667,0,0
871,NA,NA,NA,NA,0,0,128.71,0,3,1,1,2,1,5,7,6,3,0,0,0,100,0,4,3,4,1,4,1,3,1,4,4,2,3,1,3,3,4,4,5,2,2,4,1,1,1,1995,"woman","","white","",4,3,"Its only a dollar","","",2,26,1,1,1,2,2.14285714285714,3.63636363636364,2.2,1,100,1
873,0,0,2126.181,0,NA,NA,NA,NA,2,2,1,5,1,7,3,4,6,0,0,0,0,100,2,2,1,2,1,1,1,2,1,1,2,3,1,2,3,1,4,2,1,2,2,1,1,1,1983,"woman","","latinx","",4,5,"","Because I can take that money to spend on my daughter and get immediate satisfaction of making someone happy","",1,38,1,1,5,4,4.14285714285714,1.72727272727273,1.8,1,0,0
874,52.851,93.045,126.676,4,NA,NA,NA,NA,2,1,5,3,2,6,4,4,6,25,25,0,0,50,1,1,3,1,1,1,1,1,1,1,2,3,1,1,2,1,2,1,3,1,1,3,3,4,1990,"woman","","white","",4,10,"it is good to help when you can","","",1,31,1,0,4,4,4.28571428571429,1.63636363636364,1.2,3.33333333333333,50,1
875,NA,NA,NA,NA,27.459,102.243,119.151,8,3,1,2,2,1,5,6,6,2,0,0,0,0,100,3,1,1,1,2,1,1,1,2,3,1,4,1,1,1,3,3,1,3,1,3,5,2,6,1989,"woman","","white","",5,7,"","Not sure","",2,32,1,1,2,2,2.28571428571429,2.54545454545455,1,4.33333333333333,0,0
876,31.622,96.26,120.41,43,NA,NA,NA,NA,2,2,4,1,1,4,7,7,3,0,100,0,0,0,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,4,3,5,1987,"woman","","white","",3,8,"If I can help others, I think it is important to do so. I personally find it very rewarding, and I like lifting people up.","","Thank you very much for the opportunity to participate in this survey.",1,34,1,1,1,1,2.14285714285714,5,1,4,100,1
878,3.907,71.028,111.936,4,NA,NA,NA,NA,2,2,2,1,1,6,6,6,4,0,0,0,100,0,4,1,2,1,3,1,1,1,3,3,1,4,1,3,1,3,4,1,3,1,3,1,1,2,1993,"woman","","white","",4,5,"why not","","",1,28,1,1,2,2,2.57142857142857,3.18181818181818,1,1.33333333333333,100,1
880,0,0,107.087,0,NA,NA,NA,NA,2,2,2,3,3,6,5,4,6,20,20,20,20,20,2,4,1,1,1,2,1,1,1,1,1,4,1,2,2,2,4,2,1,1,2,2,2,4,1993,"man","","white","",4,8,"I feel that the bonus would be better off going to charity.","","",1,28,1,1,3,4,3.85714285714286,1.90909090909091,1.6,2.66666666666667,80,1
881,NA,NA,NA,NA,0,0,125.73,0,3,1,1,1,3,4,5,6,3,25,25,25,25,0,3,1,1,1,1,1,1,1,2,3,1,1,1,2,1,2,3,1,2,1,3,1,1,1,1999,"woman","","latinx","",4,10,"It wasn't my money yet, and it could help charities more than it will help me.","","",2,22,1,1,3,2,2.42857142857143,2.09090909090909,1,1,100,1
882,73.975,96.066,117.425,4,NA,NA,NA,NA,2,1,4,2,6,7,5,5,5,0,25,10,65,0,4,2,4,1,3,1,2,1,3,2,1,4,1,3,3,4,4,1,4,1,4,3,1,5,1997,"man","","white","",3,7,"It is the sensible thing to do","","",1,24,1,0,3,3,4.28571428571429,3.54545454545455,1.4,3,100,1
883,NA,NA,NA,NA,2.61,100.061,101.95,9,3,1,1,1,2,5,6,7,4,0,100,0,0,0,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,4,3,1,1,2,1,1,1,1998,"woman","","white","",2,12,"I'm already getting enough payment that it's no problem at all to give a little bit to help other people. Usually when I decide to keep bonuses for myself in other surveys, it's because I'm strapped for cash and feel that my donation of $1 or whatever would hardly make a difference to a cause anyway.","","",2,23,1,1,2,1,2.28571428571429,1.72727272727273,1.2,1,100,1
884,NA,NA,NA,NA,0,0,120.652,0,3,1,4,2,1,4,6,6,2,5,5,4,12,74,3,2,2,1,2,2,1,1,2,2,1,3,1,2,1,2,3,1,2,1,2,3,2,4,1965,"man","","white","",3,6,"Felt right","","",2,56,1,1,2,2,2.42857142857143,2.27272727272727,1.2,3,26,1
885,6.356,161.516,162.546,54,NA,NA,NA,NA,2,1,6,6,2,7,2,4,7,0,100,0,0,0,4,1,3,1,3,1,1,1,2,5,1,5,1,4,1,3,4,1,3,1,3,4,4,4,1978,"woman","","white","",2,1,"I've been homeless","","",1,43,1,0,6,4,5.42857142857143,3.54545454545455,1,4,100,1
886,3.69,72.113,102.038,2,NA,NA,NA,NA,2,2,5,3,4,6,6,3,6,5,5,5,5,80,2,2,1,1,1,1,3,1,1,3,1,1,1,3,3,2,1,2,2,3,2,3,2,4,1999,"woman","","asian","",3,3,"It feels very wrong to not donate at least something when presented with that kind of prompt. ","","",1,22,1,1,2,5,4.42857142857143,1.72727272727273,1.8,3,20,1
887,0,0,120.767,0,NA,NA,NA,NA,2,1,1,3,1,6,5,6,5,100,0,0,0,0,3,4,4,2,3,2,4,1,2,2,1,2,1,2,4,2,2,1,2,4,3,3,2,5,1986,"woman","","white","",5,12,"My beloved grandmother died of non-hodgkin's lymphoma when I was a freshman in college. It's a charity I always try to support.","","",1,35,1,0,3,2,3,2.45454545454545,2.4,3.33333333333333,100,1
888,6.054,190.103,197.416,6,NA,NA,NA,NA,2,2,3,5,1,5,6,6,5,0,0,0,0,100,3,2,1,2,3,2,2,1,3,1,2,3,2,3,3,3,3,1,2,2,3,1,1,1,1975,"woman","","white","",3,3,"","I just didn't feel like giving right now.  Usually, I do donate, but not right now.","",1,46,1,1,2,2,3.28571428571429,2.54545454545455,1.9,1,0,0
889,NA,NA,NA,NA,0,0,147.468,0,3,1,1,1,1,2,6,6,2,0,0,0,0,100,4,1,1,1,2,1,1,1,2,2,1,4,1,3,1,2,5,1,2,1,4,2,1,3,1983,"woman","","white","",3,8,"","I didn't know enough about the charities to know which one needed the money more and I could use the extra money so I decided to keep it.","",2,38,1,1,2,2,1.57142857142857,2.81818181818182,1,2,0,0
890,0,0,181.504,0,NA,NA,NA,NA,2,1,3,1,2,5,2,4,6,0,100,0,0,0,3,1,2,1,4,1,1,1,3,3,1,4,1,4,1,4,3,1,4,1,4,4,4,6,1963,"woman","","white","",3,10,"I just like helping people. I've been thinking a lot about homeless people since it is very cold where I live. It just seemed like the right thing to do.","","",1,58,1,0,6,4,3.85714285714286,3.45454545454545,1,4.66666666666667,100,1
891,79.965,130.078,130.44,3,NA,NA,NA,NA,2,1,2,4,2,6,4,5,6,0,0,0,0,100,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2001,"woman","","white","",3,1,"","i can donate it myself","",1,20,1,0,4,3,3.85714285714286,1.36363636363636,1,1,0,0
892,0,0,101.935,0,NA,NA,NA,NA,2,1,4,1,2,5,6,4,4,0,0,0,0,100,4,4,1,3,4,1,1,3,3,1,3,5,1,4,1,5,5,1,2,1,2,3,1,5,1963,"woman","","white","",4,12,"","I have many charities that I donate to each year, BUT, I am very cautious about the charities to whom I donate (I follow Charity Navigator).  The money I make from participating in research like this goes directly to those charities.","",1,58,1,0,2,4,3.14285714285714,3.27272727272727,1.9,3,0,0
893,0,0,129.548,0,NA,NA,NA,NA,2,2,2,2,2,4,6,6,5,0,0,0,0,100,4,1,2,1,4,1,1,1,4,3,1,4,1,4,1,4,4,1,2,1,4,6,6,6,1965,"woman","","white","",3,7,"","I donate regularly to a charity of my choice",NA,1,56,1,1,2,2,2.71428571428571,3.54545454545455,1,6,0,0
894,3.275,3.275,117.499,1,NA,NA,NA,NA,2,1,6,6,2,7,2,2,7,0,0,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,2,1992,"woman","","latinx","",3,3,"","I need the money.","",1,29,1,0,6,6,5.71428571428571,1.27272727272727,1,2,0,0
896,NA,NA,NA,NA,0,0,101.897,0,3,1,1,2,1,5,7,7,5,100,0,0,0,0,4,1,4,1,4,1,1,1,4,4,1,5,1,5,1,5,5,1,3,1,4,5,3,6,1968,"woman","","white","",4,7,"Meaningful cause for me","","",2,53,1,1,1,1,2.28571428571429,4.27272727272727,1,4.66666666666667,100,1
897,NA,NA,NA,NA,7.346,207.217,210.029,60,3,1,4,5,4,5,5,5,5,26,28,20,26,0,4,1,2,1,3,1,1,1,2,3,1,3,1,3,1,3,3,1,3,1,3,4,5,4,1992,"woman","","black","",4,12,"I like helping out whenever I can.","","",2,29,1,1,3,3,4.14285714285714,2.90909090909091,1,4.33333333333333,100,1
898,NA,NA,NA,NA,140.669,140.669,142.37,1,3,1,2,2,4,4,5,5,4,85,0,0,15,0,3,3,3,2,2,1,3,2,3,3,2,4,1,3,4,4,4,4,3,3,2,3,2,3,1978,"man","","white","",4,12,"They could use that extra bit of money more than I can. ","","",2,43,1,1,3,3,3.14285714285714,3.09090909090909,2.5,2.66666666666667,100,1
899,0,0,108.281,0,NA,NA,NA,NA,2,2,5,4,4,6,3,3,7,0,0,0,0,100,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,3,1,1,4,3,4,1995,"man","","white","",3,2,"","Covid caused a huge decrease in my income. ","",1,26,1,1,5,5,5.14285714285714,1.63636363636364,1.1,3.66666666666667,0,0
900,0,0,110.527,0,NA,NA,NA,NA,2,2,3,3,3,6,5,3,6,12,12,12,12,52,4,1,2,1,3,1,1,1,3,1,2,3,1,2,1,3,4,1,2,1,3,1,1,2,1995,"woman","","white","",4,4,"I'm not sure how much help 12c will be to those charities, but it's better than nothing.","","",1,26,1,1,3,5,4.14285714285714,2.72727272727273,1.1,1.33333333333333,48,1
